lat,lon,bhk,rate per sqft,area per sqft,price,property name,location,nearby school,nearby hospital,nearby bank,nearby public transport,nearby railway station,price source,matched map name,matched from,match method,property type
23.0360466,72.5481768,3,2995,2070,0.62,shreekanth 90,shreekanth 90,B. K. School of Business Management (0.00 km),Arpan Newborncare Centre (0.57 km),Kalupur Commercial Co-operative Bank (1.10 km),LD Engineering College (0.14 km),Chandlodiya (4.37 km),original,B. K. School of Business Management,the close vicinity of close to school,fuzzy_name,flat
23.0732586,72.6508299,3,7756,1031,0.8,white pelican,"muthia, gidc naroda, ahmedabad",St.Xavier's High School (2.43 km),Vikas Medical and Heart Hospital (0.20 km),Indusind Bank ATM (2.80 km),Naroda Gam (0.66 km),Sardargram (0.88 km),original,Naroda,gidc naroda,fuzzy_name,flat
23.0732586,72.6508299,3,3409,2376,0.81,white pelican,"muthia, gidc naroda, ahmedabad",St.Xavier's High School (2.43 km),Vikas Medical and Heart Hospital (0.20 km),Indusind Bank ATM (2.80 km),Naroda Gam (0.66 km),Sardargram (0.88 km),original,Naroda,gidc naroda,fuzzy_name,flat
23.0687402,72.6734956,3,5732,1413,0.81,shyam kutir,"nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,flat
23.2454066,72.8948686,3,7143,1260,0.9,44/2 baliyakaka society part -2,"rakhial, ahmedabad","Shree swastik high school, Halisa (9.89 km)",Gandhi General Hospital (0.96 km),Ahmedabad District Bank (11.35 km),Dehgam Bus Station (11.23 km),Rakhiyal (1.08 km),original,Rakhial,rakhial,exact_name,flat
23.0687402,72.6734956,3,4687,1600,0.75,pearl heights,"nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,flat
23.0687402,72.6734956,3,5208,1440,0.75,"h-201, yash flora flats","nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,flat
23.0687402,72.6734956,3,4444,1575,0.7,laxmi villa greens,"nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,house
23.0687402,72.6734956,3,3940,1827,0.72,silver homes,"nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,flat
23.096739,72.6517728,3,8203,853,0.7,kriya shree ram aries,"kotarpur, sp ring road east",St.Xavier's High School (2.58 km),"Gayathri Hospital, Ahmedabad (1.56 km)",Indusind Bank ATM (3.78 km),Naroda Gam Bus Station (2.21 km),Naroda (1.42 km),original,Kotarpur,kotarpur,exact_name,flat
23.0687402,72.6734956,3,40000,175,0.7,laxmi sky city,"nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,flat
23.0687402,72.6734956,3,3872,1782,0.69,dev ashish pride and plaza,"nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,flat
23.0732586,72.6508299,3,2711,2507,0.68,white pelican,"muthia, gidc naroda, ahmedabad",St.Xavier's High School (2.43 km),Vikas Medical and Heart Hospital (0.20 km),Indusind Bank ATM (2.80 km),Naroda Gam (0.66 km),Sardargram (0.88 km),original,Naroda,gidc naroda,fuzzy_name,flat
23.0687402,72.6734956,3,4812,1413,0.68,yash flora,"nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,flat
23.0687402,72.6734956,3,4705,1360,0.64,laxmi sky city,"nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,flat
23.0687402,72.6734956,3,4711,1422,0.67,shyam kutir,"nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,flat
23.0687402,72.6734956,3,41212,165,0.68,karnavati orchid heritage,"nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,flat
23.0687402,72.6734956,2,3631,1143,0.4151,shrusti lavish,"nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,flat
23.0687402,72.6734956,3,3905,1485,0.58,karnavati orchid heritage,"nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,flat
23.0687402,72.6734956,3,4167,1440,0.6,jeevan pran society,"nava naroda, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (0.49 km)",Uma Maternity and Nursing Home (1.14 km),Indusind Bank ATM (5.16 km),Hanspura Bus stop (1.91 km),Naroda (2.43 km),original,Nava Naroda,nava naroda,exact_name,flat
23.0674161,72.5827507,3,10989,2730,3.0,videocon river height,videocon river height,PM Shri Kendriya Vidyalaya Ahmedabad Cantt (1.73 km),"Swari Ent Hospital, Ahmedabad (0.13 km)",Gol Bank (1.89 km),RTO Circle (0.22 km),Sabarmati Junction (0.61 km),original,Ashram Road,the popular residential address of ashram road,fuzzy_name,flat
22.9925659,72.6089924,3,11737,1917,2.25,sumadhur-ii apartment,sumadhur-ii apartment,Doon International Public School (0.26 km),Little Flower Neonatal and Pediatric Super Speciality Hospital (0.21 km),Indusland Bank (0.74 km),Ahmedabad_Brts (0.34 km),Maninagar (0.72 km),original,Kalgi Apartment (Gate-II),ii apartment,fuzzy_name,flat
23.1170709,72.6283409,4,11292,4023,2.5,law garden apartment 1,law garden apartment 1,Anand Niketan Sughad (1.10 km),Apollo Hospitals International Limited (0.78 km),Indusind Bank ATM (4.73 km),Narmada Canal (1.10 km),Naroda (4.65 km),original,The House of Makeba (Bhat),the agni corner of the house,fuzzy_name,house
23.0226117,72.5490834,4,6887,4356,3.0,tirth silver castle,tirth silver castle,Sheth C.N. Angreji Kendra (0.32 km),Eye Care Hospital Pvt. Ltd. (0.19 km),HDFC Bank Paldi Branch (1.48 km),Manek Baug (0.70 km),Vastrapur (3.63 km),original,Ambawadi,the popular residential address of ambawadi bazar,fuzzy_name,flat
23.0271267,72.5226289,4,10756,4000,1.99,naimesh park society,naimesh park society,Kameshwar School (0.48 km),"Jalaram Hospital, Ahmedabad (0.11 km)",Indian Bank (1.29 km),BRTS Star Bazar (0.18 km),Vastrapur (2.20 km),original,Payal park co-op society setelite,naimesh park society,fuzzy_name,flat
23.0230959,72.560214,3,7500,2400,1.8,takshashila air,takshashila air,GLS Institute of Commerce & NR School of business management (0.33 km),Dr.Santosh C.Raibagkar (0.35 km),HDFC Bank Paldi Branch (1.04 km),Paldi (0.55 km),Ahmedabad Junction (4.19 km),original,Ellisbridge Gymkhana,ellisbridge,fuzzy_name,flat
23.2145657,72.6856816,3,9000,2000,1.8,keshav residency,keshav residency,600 Auditorium and Nyasa School (2nd Floor) (0.00 km),Aatrey Ayurvedic Clinic (2.44 km),IndusInd Bank (3.74 km),Akshardham (2.42 km),Gandhinagar Capital (6.09 km),original,600 Auditorium and Nyasa School (2nd Floor),total and the flat for sale is located on the 9th floor,fuzzy_name,flat
23.0616704,72.6721767,3,70833,120,0.85,india colony,india colony,"Divine International School ,Nikol (0.94 km)",Priyal Hospital (0.80 km),Indusind Bank ATM (5.19 km),Krishna Nagar Bus Statiom (2.40 km),Naroda (3.01 km),original,New India colony,india colony,fuzzy_name,flat
22.9811933,72.6319432,3,4648,1850,0.86,gayatri happy aura,gayatri happy aura,Goverment Marathi School (2.03 km),Vimla Hospital (1.03 km),Indusland Bank (3.40 km),Express Highway Junction (0.81 km),Vatva (2.48 km),original,Gayatri,gayatri happy aura,fuzzy_name,flat
23.0856343,72.5646439,3,5919,1098,0.65,shree s r icon,shree s r icon,"Swaminarayan International School, Ranip (0.37 km)",Aalisha Clinic (0.09 km),Gol Bank (2.48 km),GST Crossing 1 (AMTS) (0.20 km),Kali Road (1.95 km),original,Shree Aaiji Super Market,shree s r icon,fuzzy_name,flat
23.0968537,72.8731855,3,7365,882,0.65,radhe parisar,radhe parisar,Little Angles (9.40 km),Nimu Clinic (9.18 km),Canara Bank (9.88 km),Kapdvanj Bust stop (9.82 km),Nandol Dahegam (10.32 km),original,Hathijan Sub Centre,hathijan,fuzzy_name,flat
23.2072732,72.6361499,3,3205,1872,0.6,radhe parisar,radhe parisar,Choudri College (0.92 km),Radhe Clinic (0.00 km),IDBI Bank (1.27 km),Sector-1 (0.76 km),Gandhinagar Capital (3.12 km),original,Radhe Clinic,radhe parisar,fuzzy_name,flat
23.0398447,72.6298154,3,3047,1969,0.6,"devkrupa avenue,0pp shalin heights iii","devkrupa avenue,0pp shalin heights iii",GCS Medical college (1.92 km),Kakadiya Hospital (0.06 km),Dena Bank ATM (3.75 km),Lilanagar (1.09 km),Asarva (1.76 km),original,Akshar Avenue,devkrupa avenue,fuzzy_name,flat
23.0106847,72.5099278,4,5207,2727,1.42,shyam radhey heights,shyam radhey heights,Kameshwar College Of Education (0.22 km),Shree Hari Clinic (0.70 km),Yes Bank (0.35 km),Iskcon Cross Road BRTS (1.84 km),Vastrapur (0.83 km),original,shyam sundar bunglows,shyam radhey heights,fuzzy_name,flat
23.2072732,72.6361499,3,3668,1540,0.565,radhe elegance,radhe elegance,Choudri College (0.92 km),Radhe Clinic (0.00 km),IDBI Bank (1.27 km),Sector-1 (0.76 km),Gandhinagar Capital (3.12 km),original,Radhe Clinic,radhe elegance,fuzzy_name,flat
23.0406995,72.6822689,3,3472,1584,0.55,anand sharnam heights,anand sharnam heights,"Divine International School ,Nikol (2.29 km)","Swastik Hospital, Ahmedabad (0.66 km)",Indusind Bank ATM (7.11 km),Hirawadi (4.26 km),Sardargram (5.32 km),original,Kathwada,kathwada,exact_name,flat
22.9729765,72.5895984,3,26060,165,0.43,laxmi eternia,"narol, ahmedabad","Gujarati Medium Government School, Chandola (0.93 km)",Dr. K.B. Bhagatariya Hospital (0.25 km),Indusland Bank (2.78 km),Narol (0.00 km),Maninagar (3.62 km),original,Narol,narol,exact_name,flat
22.9729765,72.5895984,3,2939,1395,0.41,mangalya omkar hill,"narol, ahmedabad","Gujarati Medium Government School, Chandola (0.93 km)",Dr. K.B. Bhagatariya Hospital (0.25 km),Indusland Bank (2.78 km),Narol (0.00 km),Maninagar (3.62 km),original,Narol,narol,exact_name,flat
22.9729765,72.5895984,3,3636,1100,0.4,tirth,"narol, ahmedabad","Gujarati Medium Government School, Chandola (0.93 km)",Dr. K.B. Bhagatariya Hospital (0.25 km),Indusland Bank (2.78 km),Narol (0.00 km),Maninagar (3.62 km),original,Narol,narol,exact_name,flat
22.9729765,72.5895984,3,3766,1593,0.6,atithi elegance,"narol, ahmedabad","Gujarati Medium Government School, Chandola (0.93 km)",Dr. K.B. Bhagatariya Hospital (0.25 km),Indusland Bank (2.78 km),Narol (0.00 km),Maninagar (3.62 km),original,Narol,narol,exact_name,flat
22.9729765,72.5895984,3,22500,140,0.315,laxmi eternia,"narol, ahmedabad","Gujarati Medium Government School, Chandola (0.93 km)",Dr. K.B. Bhagatariya Hospital (0.25 km),Indusland Bank (2.78 km),Narol (0.00 km),Maninagar (3.62 km),original,Narol,narol,exact_name,flat
22.9948656,72.6624431,3,9226,1584,0.8765,suryam ananta,"vastral, ahmedabad",VIVEKANAND VIDYALAYA (3.13 km),Shukan Maternity Home (0.67 km),Indusland Bank (6.16 km),Vastral Gam (0.57 km),Vatva (5.20 km),original,Vastral,vastral,exact_name,flat
23.1071309,72.5856397,3,4535,1764,0.7999,karnavati skylane,"new maninagar, janta nagar, ahmedabad",Sakar School Bus Stop (0.59 km),Netra Jyoti Eye and Ent Hospital (0.38 km),Gol Bank (2.65 km),Janta Nagar (Parshwanath Nagar) (0.00 km),Kali Road (1.27 km),original,Janta Nagar (Parshwanath Nagar),janta nagar,fuzzy_name,flat
22.9948656,72.6624431,3,4232,1890,0.8,shreedhar sparsh,"vastral, ahmedabad",VIVEKANAND VIDYALAYA (3.13 km),Shukan Maternity Home (0.67 km),Indusland Bank (6.16 km),Vastral Gam (0.57 km),Vatva (5.20 km),original,Vastral,vastral,exact_name,flat
22.9948656,72.6624431,3,4753,1683,0.8,vrundavan residency,"vastral, ahmedabad",VIVEKANAND VIDYALAYA (3.13 km),Shukan Maternity Home (0.67 km),Indusland Bank (6.16 km),Vastral Gam (0.57 km),Vatva (5.20 km),original,Vastral,vastral,exact_name,flat
22.9948656,72.6624431,3,3484,2152,0.75,ncr gokuldham lifestyle,"vastral, ahmedabad",VIVEKANAND VIDYALAYA (3.13 km),Shukan Maternity Home (0.67 km),Indusland Bank (6.16 km),Vastral Gam (0.57 km),Vatva (5.20 km),original,Vastral,vastral,exact_name,flat
23.1071309,72.5856397,3,3947,1900,0.75,karnavati skylane,"new maninagar, janta nagar, ahmedabad",Sakar School Bus Stop (0.59 km),Netra Jyoti Eye and Ent Hospital (0.38 km),Gol Bank (2.65 km),Janta Nagar (Parshwanath Nagar) (0.00 km),Kali Road (1.27 km),original,Janta Nagar (Parshwanath Nagar),janta nagar,fuzzy_name,flat
22.9948656,72.6624431,3,4952,1575,0.78,omkar elegance,"vastral, ahmedabad",VIVEKANAND VIDYALAYA (3.13 km),Shukan Maternity Home (0.67 km),Indusland Bank (6.16 km),Vastral Gam (0.57 km),Vatva (5.20 km),original,Vastral,vastral,exact_name,flat
23.0056298,72.5231013,3,5050,1980,1.0,classic paradise,"juhapura, 132 ft ring road",Kameshwar College Of Education (1.31 km),"Swastik Surgical Hospital And Dental Clinic, Ahmedabad (0.49 km)",saswat bank (1.09 km),Kadambari Society (0.81 km),Vastrapur (0.63 km),original,Juhapura,juhapura,exact_name,flat
23.0056298,72.5231013,3,5576,1614,0.9,labbaik park,"juhapura, 132 ft ring road",Kameshwar College Of Education (1.31 km),"Swastik Surgical Hospital And Dental Clinic, Ahmedabad (0.49 km)",saswat bank (1.09 km),Kadambari Society (0.81 km),Vastrapur (0.63 km),original,Juhapura,juhapura,exact_name,flat
22.9936417,72.5357058,3,9497,895,0.85,saral sparsh aura,"vishala, ahmedabad",R.c.patel School (1.81 km),Sehat Hospital Clinic (1.01 km),SBI (2.26 km),APMC (0.49 km),Vastrapur (2.45 km),original,Vishala,vishala,exact_name,flat
22.983483,72.5007203,3,5450,2395,1.31,orchid gold by goyal,"sarkhej okaf, ahmedabad",Anand Niketan School Sarkhej (1.98 km),Mamata Hospital (0.22 km),Yes Bank (3.41 km),Kadambari Society (3.99 km),Sarkhej (0.36 km),original,Sarkhej,sarkhej okaf,fuzzy_name,flat
23.0056298,72.5231013,2,4722,1800,0.85,masira society,"juhapura, 132 ft ring road",Kameshwar College Of Education (1.31 km),"Swastik Surgical Hospital And Dental Clinic, Ahmedabad (0.49 km)",saswat bank (1.09 km),Kadambari Society (0.81 km),Vastrapur (0.63 km),original,Juhapura,juhapura,exact_name,flat
23.0056298,72.5231013,3,5914,1575,0.825,bagadia arshad meridian,"juhapura, 132 ft ring road",Kameshwar College Of Education (1.31 km),"Swastik Surgical Hospital And Dental Clinic, Ahmedabad (0.49 km)",saswat bank (1.09 km),Kadambari Society (0.81 km),Vastrapur (0.63 km),original,Juhapura,juhapura,exact_name,flat
23.0056298,72.5231013,3,4814,1350,0.65,happy home,"juhapura, 132 ft ring road",Kameshwar College Of Education (1.31 km),"Swastik Surgical Hospital And Dental Clinic, Ahmedabad (0.49 km)",saswat bank (1.09 km),Kadambari Society (0.81 km),Vastrapur (0.63 km),original,Juhapura,juhapura,exact_name,flat
23.0236445,72.590012,4,5556,1350,0.75,rajamehta ni pole,"kalupur, old city, ahmedabad","F D High School for Girls, Jamalpur (1.47 km)",Mysorewala Surgical Hospital (0.28 km),HDFC Bank Relief Road Branch (0.88 km),Gheekanta (0.66 km),Ahmedabad Junction (1.16 km),original,Khetar pal ni pole,rajamehta ni pole,fuzzy_name,flat
23.0980012,72.7096941,3,7238,746,0.54,rhizome rivera east,"daskroi, ahmedabad","Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (4.44 km)","Gayathri Hospital, Ahmedabad (4.49 km)",Indusind Bank ATM (9.19 km),Hanspura Bus stop (3.37 km),Medra (3.45 km),original,Daskroi Branch Canal,daskroi,fuzzy_name,flat
22.9936417,72.5357058,2,5299,1170,0.62,swaminarayan park-2,"vishala, ahmedabad",R.c.patel School (1.81 km),Sehat Hospital Clinic (1.01 km),SBI (2.26 km),APMC (0.49 km),Vastrapur (2.45 km),original,Vishala,vishala,exact_name,flat
22.9948656,72.6624431,2,60000,100,0.6,"pranami nagar, vastral, ahmedabad east","pranami nagar, vastral",VIVEKANAND VIDYALAYA (3.13 km),Shukan Maternity Home (0.67 km),Indusland Bank (6.16 km),Vastral Gam (0.57 km),Vatva (5.20 km),original,Vastral,vastral,exact_name,flat
23.0056298,72.5231013,3,5583,1791,1.0,aleeza park,"juhapura, 132 ft ring road",Kameshwar College Of Education (1.31 km),"Swastik Surgical Hospital And Dental Clinic, Ahmedabad (0.49 km)",saswat bank (1.09 km),Kadambari Society (0.81 km),Vastrapur (0.63 km),original,Juhapura,juhapura,exact_name,floor
23.2145657,72.6856816,2,10394,558,0.58,badrinarayan antaliya 99,badrinarayan antaliya 99,600 Auditorium and Nyasa School (2nd Floor) (0.00 km),Aatrey Ayurvedic Clinic (2.44 km),IndusInd Bank (3.74 km),Akshardham (2.42 km),Gandhinagar Capital (6.09 km),original,600 Auditorium and Nyasa School (2nd Floor),total and the flat for sale is located on the 10th floor,fuzzy_name,flat
23.0556364,72.5965538,3,6734,1485,1.0,shilalekh apartments,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,10101,990,1.0,simandhar residency,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,8194,1440,1.18,surbhi apartment,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,7059,1629,1.15,jaymangal residency,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,9689,1135,1.1,spectrum tower,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,8571,1400,1.15,kedar tower,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,6734,1485,1.2,shilalekh apartments,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,6734,1485,1.1,shilalekh apartments,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,7857,1400,1.1,kedar tower,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,8080,1485,1.2,akshardham tower,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,8571,1400,1.2,kedar tower,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,7319,1134,0.83,shalimar flats,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,9595,990,0.95,kalapinagar,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,7483,1323,0.99,mira park,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,land
23.0556364,72.5965538,3,7778,1350,1.05,bakeri sujata,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,6333,1500,0.95,shilalekh apartments,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,7028,1380,0.97,sankalp eternity,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,6810,1395,0.95,shyam apartment,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,6599,1485,0.98,vasant vihar tower,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
23.0556364,72.5965538,3,6667,1350,0.9,shantam towers,"shahibaug, ahmedabad",PM Shri Kendriya Vidyalaya Ahmedabad Cantt (0.90 km),The Gujarat Research and Medical Institute ( Rajasthan Hospital) (0.05 km),Ahmedabad District Cooperative Bank (3.07 km),Mahapragnaji Bridge Approach (0.34 km),Sabarmati Junction (1.99 km),original,Shahibaug,shahibaug,exact_name,flat
